DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL RAINFALL,AVG_TEMP,HUMIDITY,ELEVATION,FLOOD_RISK_INDEX,FLOODS
Warangal,2018,20.359,18.731,36.852,54.761,132.945,374.879,478.876,389.693,195.679,89.89,56.763,16.762,1855.364,22.29,63.45,893.5,0.405,NO
Jaipur,2024,6.04,6.336,12.735,19.851,41.493,142.076,159.054,131.418,74.848,33.147,22.678,6.231,647.683,30.45,43.32,381.81,0.162,NO
Katihar,1996,28.244,27.391,59.385,88.974,210.169,625.385,772.315,596.065,428.48,159.668,79.851,25.255,2987.053,24.77,79.49,88.3,0.794,YES
Allahabad,2016,7.167,7.82,14.204,21.658,54.059,148.784,153.134,170.646,100.241,33.564,23.239,6.843,770.262,23.93,56.98,118.94,0.282,NO
Thanjavur,2017,8.297,9.265,19.102,28.59,63.36,199.235,207.391,169.835,78.513,43.764,28.042,9.087,883.51,24.55,70.89,408.39,0.326,NO
Tezpur,2011,37.504,43.378,79.409,129.197,293.612,913.961,1033.936,848.795,476.318,189.942,125.889,46.011,4000.0,28.87,83.74,81.53,1.0,YES
Howrah,2003,22.522,23.404,48.128,76.931,173.803,523.826,718.433,449.332,305.559,123.847,72.137,25.455,2399.994,29.58,71.5,0.0,0.663,YES
Malda,1996,14.944,15.849,26.699,43.578,118.732,338.053,393.792,293.156,199.445,86.259,44.161,13.119,1535.337,25.75,86.78,896.53,0.451,NO
Dibrugarh,2011,8.579,8.961,17.386,28.487,66.493,159.195,209.347,156.056,88.456,37.097,26.398,8.459,821.05,17.7,76.74,219.44,0.367,YES
Arrah,1994,10.225,11.767,19.718,25.949,72.531,172.647,275.782,150.771,106.518,49.869,31.486,8.754,938.965,25.8,66.79,463.06,0.31,YES
Thane,1991,21.418,23.777,55.803,59.474,158.852,480.773,539.105,431.123,274.587,120.574,68.916,26.863,2342.905,33.73,78.25,22.94,0.68,YES
Thanjavur,2016,9.972,9.775,20.763,29.374,62.978,183.327,208.77,226.03,123.483,35.022,32.007,8.034,941.407,20.49,62.2,339.73,0.307,YES
Thanjavur,2010,10.464,7.754,19.041,33.841,79.349,205.031,268.242,170.809,125.783,53.964,37.507,9.327,994.643,23.18,57.16,590.22,0.26,NO
Siliguri,2004,24.927,25.081,53.25,81.233,192.686,546.901,530.01,367.661,283.275,123.991,70.081,23.742,2488.637,29.4,84.89,0.0,0.739,YES
Agra,2010,14.625,16.007,27.138,45.047,105.191,319.46,422.298,353.644,168.055,60.534,44.302,12.729,1513.354,22.61,60.66,1038.21,0.31,NO
Dindigul,1999,24.333,17.44,40.371,62.678,138.312,461.524,468.027,350.254,208.966,102.706,56.236,17.414,1910.799,15.85,78.2,1051.69,0.46,NO
Dibrugarh,2012,19.174,19.666,37.723,60.045,129.674,345.461,496.328,334.573,195.482,102.429,53.173,21.422,1836.314,24.64,84.24,9.62,0.616,NO
Bikaner,1994,6.237,5.501,12.048,21.592,43.247,121.581,135.08,136.091,78.024,27.042,20.475,5.84,574.487,32.31,42.55,32.51,0.193,NO
Surat,1990,11.776,12.087,27.97,35.355,80.069,245.848,312.111,239.82,147.276,70.178,39.559,12.194,1285.664,15.82,79.42,1346.82,0.311,NO
Jhansi,2002,9.947,10.255,20.63,30.958,79.148,211.938,265.686,237.497,148.108,45.564,26.254,10.029,1039.211,30.61,42.43,291.53,0.242,YES
Dibrugarh,2010,18.393,17.699,37.711,49.165,96.04,294.524,450.523,377.374,165.661,97.319,53.551,16.937,1705.761,31.07,75.23,55.87,0.545,NO
Junagadh,2015,8.962,11.082,20.837,30.091,62.032,222.088,239.752,196.939,115.571,44.146,29.6,10.227,956.107,25.99,63.97,278.12,0.326,YES
Mumbai,2010,26.412,28.279,55.587,90.481,187.64,565.156,720.993,534.864,304.214,129.004,86.287,26.982,2763.175,26.62,82.26,87.35,0.766,NO
Tirunelveli,2007,28.458,30.946,64.317,97.983,191.77,637.52,881.694,591.021,347.63,141.804,78.236,31.641,2918.312,24.5,77.1,122.1,0.766,NO
Dibrugarh,2021,5.464,5.419,11.76,17.792,36.198,103.685,128.996,133.29,75.772,29.453,15.885,5.36,550.169,28.36,48.05,311.45,0.175,NO
Alwar,2006,28.708,33.821,57.004,87.333,144.483,568.302,596.009,527.05,333.977,134.323,77.82,25.965,2770.156,31.09,79.72,0.0,0.768,YES
Nashik,2024,23.302,23.198,47.704,71.023,187.937,378.502,609.678,479.46,281.815,110.619,70.343,19.916,2380.398,22.85,70.81,48.91,0.649,NO
Barpeta,2000,4.324,4.401,7.876,15.175,29.297,85.098,120.053,102.874,45.124,19.959,12.578,3.922,423.625,26.66,42.68,341.32,0.124,NO
Udaipur,2010,9.804,8.268,20.368,28.809,70.639,165.443,217.312,197.017,116.243,43.899,26.725,8.647,903.914,31.16,52.24,157.1,0.28,YES
Tirunelveli,2015,20.13,18.504,36.321,67.622,140.425,456.791,542.554,422.41,228.322,90.008,58.637,23.619,2048.148,22.13,85.61,1568.21,0.448,NO
Amravati,1993,22.113,19.19,38.806,55.264,120.164,410.288,595.284,476.737,258.511,95.421,52.093,22.434,2030.806,30.01,78.8,39.89,0.622,YES
Dibrugarh,2023,18.869,17.49,34.377,57.437,115.978,369.869,396.455,441.727,201.845,96.162,47.693,17.766,1806.134,25.65,81.93,12.43,0.599,NO
Adilabad,2007,9.619,9.81,19.024,26.145,57.742,157.699,254.157,178.574,109.105,49.336,28.068,8.725,883.733,25.59,61.72,408.14,0.285,NO
Junagadh,2024,31.983,27.914,50.3,101.911,197.137,577.234,728.106,559.497,396.55,154.411,86.59,25.97,2976.747,26.62,82.67,63.73,0.81,YES
Patna,2018,10.429,7.641,20.715,34.444,71.31,226.857,221.942,243.705,134.79,53.018,28.548,9.348,1012.185,27.07,53.52,209.82,0.298,YES
Siliguri,2018,15.99,18.041,27.971,48.362,121.004,352.011,432.037,276.421,215.118,81.061,43.067,16.065,1610.392,29.74,79.64,89.02,0.543,NO
Tiruchirappalli,2010,7.685,10.109,18.869,25.029,64.957,177.613,223.543,147.919,95.505,46.686,27.518,10.488,955.677,25.31,65.44,21.78,0.368,NO
Sikar,2002,4.681,4.733,9.513,14.694,35.295,95.868,132.045,122.914,55.008,25.961,15.033,5.52,499.64,30.46,49.03,305.2,0.171,YES
Katihar,2006,4.041,3.673,6.999,12.608,24.721,88.594,104.499,79.904,41.293,21.142,13.804,3.792,396.083,26.0,66.07,218.02,0.241,NO
Warangal,1998,16.732,17.906,37.833,51.337,137.883,430.513,466.733,349.703,226.412,101.001,55.083,18.949,1807.25,15.28,81.38,1703.49,0.366,NO
Jamnagar,1990,16.014,13.65,31.293,38.857,97.824,333.476,406.574,291.114,210.141,64.999,43.959,15.371,1495.99,23.88,76.28,1327.03,0.338,YES
Bareilly,1991,3.892,5.326,9.605,14.445,36.847,88.465,124.348,88.718,65.737,27.338,15.668,5.95,541.113,30.14,62.97,248.17,0.25,NO
Gaya,2018,22.138,22.761,41.493,52.677,157.374,443.68,667.861,486.724,262.453,115.684,74.648,23.992,2281.352,14.6,70.47,613.56,0.553,YES
Dibrugarh,2022,24.236,19.13,45.589,59.674,148.202,392.226,511.866,424.18,264.021,104.485,46.818,20.61,2076.959,34.32,84.3,1.4,0.661,YES
Begusarai,1999,25.614,22.141,51.354,66.187,131.743,427.281,527.096,436.366,236.207,111.556,64.793,25.207,2233.086,29.23,74.6,47.67,0.64,YES
Gaya,2010,14.027,16.35,33.228,51.585,107.646,326.212,413.051,266.555,185.224,79.531,48.28,16.074,1595.825,21.64,79.95,1022.28,0.414,NO
Bengaluru,2017,10.443,11.944,18.82,31.161,79.153,164.119,256.847,166.486,146.309,52.64,31.179,8.131,1000.56,23.99,61.32,457.92,0.298,NO
Medak,2000,30.448,30.463,75.459,103.21,187.356,671.414,681.154,536.815,402.23,172.267,100.609,38.092,3206.524,28.37,76.42,28.35,0.829,YES
Pune,2023,7.268,7.129,12.314,22.832,40.964,168.514,190.498,179.301,87.389,38.273,20.446,6.979,700.953,28.19,53.27,354.66,0.22,NO
Nashik,1997,4.062,3.883,9.252,13.552,28.359,82.636,113.863,80.871,56.42,20.288,13.968,4.017,453.979,37.29,47.15,164.37,0.173,YES
Purnia,2011,22.562,19.464,50.15,87.567,203.31,526.186,509.604,552.679,312.702,122.238,85.681,27.052,2548.345,24.71,78.76,94.96,0.71,NO
Lucknow,1997,9.364,6.728,13.578,20.762,53.234,181.425,183.497,147.132,97.856,42.44,18.231,8.642,782.802,30.49,55.71,280.76,0.257,YES
Katihar,2004,8.59,9.099,20.993,26.981,54.492,156.757,229.151,177.708,110.969,44.119,31.002,9.216,919.278,24.32,64.2,190.32,0.332,NO
Pune,2006,9.461,12.424,27.352,34.993,82.274,211.809,280.194,241.277,153.435,59.993,40.723,11.599,1148.625,31.68,43.23,120.05,0.289,YES
Pune,2012,7.201,7.224,18.224,26.783,47.438,158.816,199.257,150.024,83.602,37.416,22.013,6.986,811.074,20.19,60.92,232.09,0.292,NO
Surat,2013,9.912,9.412,17.457,21.774,62.157,192.607,211.992,162.016,108.489,47.3,21.968,10.393,915.339,25.69,56.26,264.97,0.285,NO
Muzaffarpur,2008,20.367,22.291,52.048,70.699,180.78,537.814,496.931,507.481,316.315,112.0,67.755,18.822,2327.458,21.79,73.86,44.06,0.654,YES
Gorakhpur,1994,26.505,18.353,53.933,63.298,196.026,511.18,676.632,451.732,255.678,101.245,81.802,26.215,2458.477,26.02,78.31,62.78,0.696,NO
Jamnagar,2021,20.038,19.275,39.496,54.55,135.961,342.493,452.188,486.966,225.628,75.184,53.893,16.749,1872.946,18.57,64.5,866.98,0.416,YES
Junagadh,1990,5.973,5.357,11.511,16.334,41.97,110.219,152.242,140.512,62.413,31.527,13.313,5.743,587.984,31.74,56.82,116.82,0.248,YES
Mumbai,2012,33.5,30.3,53.793,97.877,264.375,645.412,864.489,728.816,490.132,146.52,88.926,31.793,3275.022,23.29,83.6,37.39,0.873,YES
Chitradurga,1997,1.075,0.777,2.157,3.082,6.708,21.107,27.559,22.327,12.165,5.226,3.124,1.137,101.229,36.63,53.28,178.15,0.135,NO
Pune,2002,9.947,10.2,20.874,34.374,63.142,222.784,298.73,181.627,112.486,45.855,30.633,7.798,958.152,33.32,65.11,215.03,0.34,YES
Bhagalpur,1997,6.26,6.409,12.702,19.033,43.866,142.022,173.589,154.225,85.234,29.329,19.431,6.407,658.891,26.62,38.59,58.44,0.187,NO
Siliguri,2012,17.274,18.685,34.314,51.484,118.026,364.185,397.141,287.794,215.155,87.379,57.219,12.754,1684.389,16.04,65.58,392.17,0.451,NO
Noida,1990,20.435,20.863,35.048,61.392,161.649,498.978,566.764,399.456,278.96,112.62,58.928,19.442,2064.26,15.74,82.15,217.6,0.62,NO
Warangal,2013,21.23,19.324,41.845,67.933,166.851,415.506,614.786,459.943,277.146,98.045,76.491,22.788,2159.338,20.29,90.78,1067.81,0.56,YES
Barpeta,2024,12.676,12.444,25.409,35.33,100.853,238.217,337.295,250.437,167.896,70.848,36.803,13.067,1311.179,22.83,63.75,367.68,0.378,NO
Warangal,2013,18.573,25.397,48.048,56.03,138.769,428.265,544.75,404.335,230.649,112.817,76.445,21.825,2170.588,23.83,86.12,663.73,0.596,YES
Sivasagar,2006,4.601,4.551,8.439,13.262,36.943,75.154,119.308,95.047,57.542,25.419,14.304,4.524,473.91,28.64,36.86,248.53,0.119,YES
Darbhanga,1994,12.61,15.249,29.803,52.14,91.82,252.699,352.698,281.507,172.262,73.198,43.026,14.947,1349.633,27.81,53.76,242.33,0.357,NO
Bikaner,2009,8.289,8.302,11.446,22.701,46.988,163.516,142.686,169.636,81.07,32.932,22.976,7.119,739.527,29.77,51.7,185.33,0.243,NO
Purnia,2010,6.135,5.918,9.884,17.253,34.469,98.394,139.504,119.329,59.742,25.091,16.095,4.743,520.82,27.84,37.0,69.56,0.153,NO
Shivamogga,2020,14.969,11.774,24.247,45.691,92.546,309.174,316.482,324.083,164.879,59.846,35.848,11.057,1294.309,22.96,43.84,487.02,0.268,NO
Rangareddy,2000,21.773,23.505,45.339,56.033,190.978,542.322,648.524,446.176,351.709,123.583,69.204,25.75,2516.495,24.55,83.75,97.85,0.726,NO
Tiruchirappalli,2004,31.178,22.972,61.092,93.031,206.363,531.837,667.053,644.321,395.695,146.341,95.437,29.238,3064.093,26.87,76.41,59.7,0.798,YES
Goalpara,2008,8.777,9.802,16.986,34.239,57.515,197.364,243.5,193.097,132.231,35.091,29.973,9.334,959.584,26.27,40.63,186.04,0.234,NO
Gandhinagar,1996,8.971,8.523,16.825,22.359,55.339,220.381,224.473,187.368,98.135,38.755,27.403,6.863,847.62,26.92,71.61,314.24,0.336,NO
Barpeta,2017,3.104,3.202,7.268,10.372,22.141,68.85,80.484,73.505,40.781,19.483,9.683,3.727,332.001,30.13,50.05,122.46,0.17,NO
Allahabad,1994,24.525,22.611,61.257,82.466,174.125,523.346,541.89,435.223,324.16,121.586,71.78,23.606,2430.548,27.41,83.49,9.84,0.721,YES
Delhi,1994,5.205,4.996,8.17,17.557,35.489,121.311,105.579,84.423,59.825,28.139,13.504,4.481,512.658,22.5,52.59,270.35,0.194,NO
Belagavi,2019,3.714,3.469,7.552,10.427,26.034,81.409,78.63,80.11,35.651,18.997,12.268,3.394,358.122,34.65,54.7,100.39,0.199,NO
Junagadh,2021,25.546,22.831,50.809,55.738,170.721,498.97,680.669,524.403,283.351,123.215,61.587,27.945,2399.957,23.4,82.52,24.49,0.709,YES
Jodhpur,1997,4.501,3.427,8.627,13.038,27.19,85.019,96.05,72.376,47.423,21.412,13.803,4.24,421.018,32.02,30.12,0.0,0.113,NO
Katihar,1999,3.702,3.604,6.068,10.805,25.276,79.481,88.088,59.333,38.364,13.788,10.672,3.944,338.454,34.94,34.14,306.35,0.074,NO
Barpeta,2021,4.987,7.666,13.759,17.545,47.054,117.388,171.062,131.907,81.236,29.758,18.141,6.883,655.383,34.79,55.07,350.76,0.221,YES
Churu,2017,20.548,21.958,45.232,63.464,168.944,424.685,529.232,405.379,286.629,100.528,73.05,21.989,2163.571,22.4,79.59,1294.42,0.479,NO
Vadodara,2006,26.752,19.701,47.568,66.512,140.074,443.979,552.405,407.882,263.973,117.742,66.519,20.21,2109.43,20.22,73.95,1324.62,0.44,YES
Nashik,2020,4.642,4.831,10.832,13.519,35.454,82.245,129.089,104.803,70.344,26.624,14.035,4.126,487.377,26.39,28.16,66.09,0.107,YES
Raichur,1997,18.855,17.346,37.064,49.924,123.356,297.686,401.418,316.075,233.976,82.247,61.212,16.467,1793.285,15.81,68.28,895.52,0.415,NO
Katihar,2014,8.881,5.911,15.307,22.111,45.168,138.751,178.756,150.51,79.855,38.272,22.29,7.914,734.207,26.14,56.95,409.16,0.236,YES
Mahbubnagar,1998,5.137,5.392,12.865,15.338,33.874,105.345,115.588,131.249,65.556,27.342,18.118,5.214,562.195,27.28,37.45,102.57,0.158,NO
Chitradurga,1991,18.109,17.117,30.521,55.809,142.852,373.113,505.283,329.614,205.359,80.566,57.562,17.921,1850.89,18.46,66.62,836.94,0.426,YES
Noida,2004,16.502,18.254,32.601,56.872,122.592,329.668,361.377,364.894,211.128,88.382,53.193,16.205,1710.987,28.77,63.33,54.87,0.492,YES
Nagaon,1992,12.525,12.135,28.615,37.104,83.512,287.899,356.414,260.367,150.631,61.175,37.985,11.605,1271.776,25.28,74.68,254.63,0.436,YES
Chitradurga,1993,19.862,22.077,40.023,50.567,138.656,386.286,494.782,347.86,227.425,103.094,50.756,18.095,1894.573,17.75,80.13,927.13,0.483,YES
Raichur,2003,24.119,27.313,55.366,60.233,191.175,555.227,690.043,470.366,291.155,104.705,58.893,23.936,2483.356,36.96,77.63,65.07,0.697,YES
Jamnagar,2014,6.552,6.617,14.072,25.358,43.711,116.313,171.426,132.929,73.541,35.471,17.922,6.418,650.196,28.65,44.34,33.91,0.214,NO
Jaipur,1999,3.601,3.283,6.013,11.117,28.859,79.497,99.978,66.733,44.448,15.55,11.063,4.13,362.639,33.12,51.15,32.57,0.193,YES
Gaya,2010,14.673,15.458,28.24,40.381,97.811,274.471,295.296,218.041,167.8,77.694,42.109,10.422,1284.909,28.78,54.03,484.7,0.313,NO
Karimnagar,2001,19.579,20.245,33.637,53.424,144.024,423.835,465.379,354.257,277.389,99.307,60.471,19.522,2065.143,26.75,81.07,82.19,0.633,YES
Suryapet,2016,7.933,9.716,15.68,26.252,60.226,138.43,220.083,145.379,109.709,37.882,27.135,8.227,859.619,23.24,56.44,203.29,0.284,NO
Medak,1991,16.457,18.019,30.1,52.575,133.194,389.744,420.772,341.77,180.174,81.612,44.682,18.424,1764.728,23.1,78.11,95.8,0.563,YES
Kanpur,2002,21.513,18.941,35.485,61.361,126.84,423.51,592.064,361.746,220.447,84.731,60.396,19.997,1984.223,20.73,62.3,1066.51,0.399,NO
Mumbai,2021,25.296,26.042,46.572,65.026,168.183,420.388,592.499,536.1,313.858,106.94,86.184,25.494,2599.972,28.11,80.22,84.12,0.727,NO
Delhi,2020,3.618,4.006,7.831,11.391,31.469,73.956,105.864,72.002,49.709,21.341,12.807,4.191,415.778,25.15,49.09,170.96,0.174,NO
Surat,2005,3.52,3.223,6.453,11.142,22.06,61.374,103.048,70.253,46.024,19.606,10.874,3.47,360.629,35.07,53.43,231.21,0.176,NO
Arrah,2021,29.417,35.422,57.619,93.16,228.072,625.599,845.597,586.703,390.835,125.193,103.875,33.942,3051.489,29.87,71.29,39.77,0.776,YES
Jhansi,2021,23.721,25.539,53.291,65.78,168.784,425.42,681.27,529.57,285.339,117.473,72.303,22.27,2446.558,28.06,84.77,100.12,0.717,NO
Nadia,2023,3.782,3.45,8.39,12.86,29.49,67.788,94.221,81.482,49.739,15.706,12.402,3.371,384.906,28.52,52.27,183.7,0.181,NO
Madurai,2000,7.762,8.874,17.535,26.785,49.297,144.741,185.981,155.349,96.645,44.449,21.453,7.387,788.29,29.14,59.72,191.39,0.288,NO
Hyderabad,1999,9.547,7.389,17.93,24.85,60.772,153.585,223.709,156.212,86.051,43.793,18.796,7.883,835.734,21.27,56.36,57.71,0.3,YES
Rajkot,2004,6.903,7.216,15.061,23.701,53.866,136.728,186.575,136.521,86.016,31.529,21.054,6.39,670.793,27.58,45.69,187.85,0.203,NO
Howrah,2006,6.999,7.454,17.224,22.211,49.799,130.602,194.021,137.672,88.668,38.112,24.069,7.723,712.252,28.89,49.75,561.25,0.178,NO
Kutch,2007,7.998,7.548,19.504,27.573,66.286,213.596,213.769,205.789,102.718,52.695,29.39,7.739,911.263,25.35,59.38,503.15,0.266,NO
Kolhapur,1998,10.786,13.412,26.541,35.807,81.581,230.511,293.691,221.945,151.426,59.531,30.507,11.993,1125.573,34.57,56.84,272.6,0.326,YES
Belagavi,2014,4.994,4.76,11.692,14.893,27.663,95.893,135.034,89.161,64.616,22.115,16.71,4.632,491.324,27.6,46.52,190.82,0.174,NO
Noida,2003,18.072,17.933,39.701,66.557,131.314,374.217,441.437,313.661,214.132,81.865,45.588,18.587,1873.129,19.74,74.66,501.83,0.512,YES
Nalanda,2014,8.183,9.844,15.825,27.699,64.512,196.198,212.338,195.885,109.66,48.194,32.174,8.546,865.291,27.92,68.12,352.29,0.318,NO
Pune,2011,6.108,5.788,13.863,22.709,45.125,100.771,136.879,134.038,63.819,28.224,16.871,5.959,600.551,28.49,57.96,348.82,0.224,NO
Mumbai,2019,31.655,25.031,52.297,78.666,186.136,618.234,786.57,679.785,390.899,145.327,94.716,34.116,3086.231,27.24,86.37,65.85,0.847,NO
Jalpaiguri,2009,8.605,8.532,15.947,24.29,65.864,176.041,263.247,164.191,113.71,45.728,26.18,8.422,880.543,23.18,35.33,61.53,0.212,YES
Bengaluru,2010,11.366,11.304,21.878,33.537,75.332,179.255,270.325,208.692,153.713,57.008,32.816,11.219,1072.253,24.82,72.93,473.99,0.361,NO
Goalpara,2021,5.434,5.684,11.701,18.864,40.528,114.988,135.164,121.363,73.838,31.562,16.895,6.277,605.294,31.73,31.21,177.04,0.127,NO
Adilabad,2010,23.506,25.66,54.052,76.669,154.963,449.006,670.364,555.115,325.503,139.095,76.497,28.172,2623.503,27.21,84.11,86.87,0.749,YES
Warangal,2024,8.505,7.702,17.304,25.416,67.233,187.27,203.814,157.697,114.137,43.412,24.256,6.592,822.852,35.73,66.76,330.58,0.307,NO
Amravati,2021,11.925,11.835,25.421,41.092,97.26,296.687,352.521,224.438,170.737,75.676,45.214,11.335,1289.941,24.85,49.27,514.39,0.289,NO
Kutch,2019,26.538,29.655,47.842,67.164,195.329,504.538,566.022,607.623,329.991,128.23,73.342,27.527,2705.472,28.75,86.12,69.47,0.775,YES
Chitradurga,2001,27.125,26.636,43.754,81.075,193.105,498.186,711.919,471.951,349.49,130.682,73.546,24.974,2579.509,28.12,74.07,24.86,0.704,NO
Jalpaiguri,2007,5.789,5.388,11.206,17.487,34.906,106.608,128.631,115.974,60.745,26.443,19.415,5.94,526.338,29.16,31.8,282.04,0.101,NO
Churu,2010,6.745,8.202,16.083,20.086,52.084,136.208,143.084,148.271,85.712,33.476,22.549,5.928,752.339,33.51,40.52,301.74,0.179,NO
Nashik,2002,3.921,3.911,8.34,9.837,33.182,91.811,90.074,89.498,50.875,18.667,11.004,3.697,390.491,25.95,41.0,221.02,0.126,NO
Raichur,2010,7.212,6.388,11.018,16.672,42.696,121.495,127.121,115.804,63.746,28.542,16.788,6.195,562.288,39.47,38.94,171.89,0.155,YES
Tiruchirappalli,1997,8.446,8.781,14.097,26.878,56.02,147.236,241.458,172.844,82.509,39.992,26.048,8.709,867.843,23.29,60.7,438.57,0.273,YES
Muzaffarpur,1996,1.991,1.467,3.96,6.96,16.726,39.365,62.255,35.134,23.11,11.412,6.748,2.094,209.554,31.9,48.7,315.35,0.115,NO
Karimnagar,2012,4.523,4.522,9.447,13.632,36.118,100.923,112.542,98.248,44.925,26.33,16.375,4.629,509.316,26.85,59.2,103.23,0.246,NO
Tiruchirappalli,2021,13.78,15.342,30.23,48.337,96.561,279.363,365.65,267.232,175.121,66.93,46.742,13.557,1495.609,19.94,65.69,1053.95,0.327,NO
Bikaner,2000,4.114,4.597,8.368,12.249,24.256,91.393,111.5,78.992,46.299,18.429,14.191,4.327,401.234,35.28,36.47,180.33,0.113,NO
Udaipur,2011,7.633,9.167,18.731,24.726,55.825,148.784,221.093,158.134,94.47,41.25,22.751,9.522,825.942,37.78,66.08,389.59,0.296,NO
Mahbubnagar,2011,30.484,28.006,50.855,76.733,178.186,487.46,717.26,520.16,310.191,127.657,91.749,25.685,2779.355,25.66,74.75,28.56,0.743,YES
Rangareddy,2014,13.49,11.626,20.961,37.598,91.231,218.874,301.164,247.042,145.024,57.112,39.079,11.67,1197.086,22.96,49.87,383.29,0.292,YES
Agra,2011,7.898,6.923,13.862,25.766,58.398,183.068,233.939,164.025,110.458,39.675,24.844,8.257,840.73,28.17,44.48,403.9,0.2,NO
Kutch,2017,29.232,22.018,50.789,70.464,171.433,487.649,635.681,572.913,360.564,134.514,68.32,24.804,2524.531,27.86,84.85,51.86,0.739,NO
Jhansi,2018,35.117,32.832,66.553,101.943,258.072,720.783,803.409,725.071,481.514,145.233,98.184,32.468,3422.461,26.51,84.8,91.44,0.898,YES
Kutch,2002,3.204,2.599,7.222,9.58,22.912,64.726,75.355,68.009,38.16,12.579,9.432,3.09,317.837,28.87,48.97,190.53,0.153,NO
Salem,2007,6.08,7.22,11.798,20.668,37.06,106.614,138.607,118.521,63.843,23.841,17.092,5.035,568.436,28.0,57.87,77.7,0.255,NO
Vadodara,1991,15.594,14.931,25.926,44.003,92.815,279.1,349.245,271.148,182.322,62.291,44.345,14.455,1402.824,21.52,52.77,520.28,0.324,NO
Kalaburagi,2018,24.81,26.571,51.413,83.418,203.025,523.682,791.526,638.339,389.121,105.092,103.461,29.343,2886.377,28.82,74.23,36.6,0.759,NO
Kanpur,2010,32.358,31.878,55.902,100.094,261.783,654.044,715.372,545.875,375.111,149.05,103.407,36.62,3220.616,28.16,81.38,52.84,0.85,YES
Tezpur,2004,5.569,5.274,10.498,16.071,32.916,112.793,118.609,118.26,61.513,28.806,13.607,5.757,531.93,28.19,49.73,184.39,0.197,NO
Muzaffarpur,2016,13.077,10.034,22.756,35.682,83.653,222.357,272.874,236.002,142.972,53.933,31.677,12.903,1150.863,18.39,61.9,158.3,0.369,YES
Khammam,2020,10.385,7.94,23.051,28.983,72.401,213.192,218.751,199.554,139.538,56.968,29.928,11.01,1027.444,24.67,56.91,162.49,0.323,NO
Churu,2004,12.294,12.236,20.069,39.58,75.654,229.146,273.381,231.875,124.246,55.391,34.621,12.721,1133.336,33.84,70.28,68.89,0.416,NO
Guwahati,2012,8.563,8.602,16.764,27.408,52.418,151.806,188.964,153.297,79.252,39.581,24.284,7.513,771.198,24.67,59.56,377.84,0.259,NO
Kolkata,2013,23.219,28.23,49.045,88.119,199.538,575.634,629.513,634.464,343.786,127.97,89.407,28.445,2816.939,27.09,81.27,71.59,0.773,YES
Anand,2002,12.708,10.142,18.793,33.139,82.756,264.589,348.908,181.388,127.085,46.999,31.41,13.395,1073.562,24.07,59.71,337.27,0.32,NO
Karimnagar,2011,4.676,5.083,9.596,13.749,42.051,86.198,126.299,102.776,60.926,24.666,17.749,4.018,509.399,32.48,40.08,260.96,0.138,NO
Sivasagar,2022,14.993,15.057,29.557,39.517,112.68,320.504,328.044,252.902,148.41,73.449,43.3,13.847,1436.598,30.3,49.37,280.34,0.348,YES
Karimnagar,1992,20.785,16.411,35.053,50.609,144.068,275.617,416.767,365.212,201.855,74.799,52.523,14.415,1720.384,18.03,78.37,1080.72,0.422,YES
Mangaluru,2008,31.831,28.598,56.193,98.856,187.87,504.598,677.88,718.755,322.046,154.608,97.041,27.028,2983.129,23.49,69.18,49.16,0.752,YES
Chennai,2012,27.392,30.774,61.82,102.909,195.327,581.774,970.233,496.203,290.283,130.242,100.678,28.904,3022.911,26.98,76.83,47.84,0.794,YES
Jalpaiguri,2018,11.606,10.967,26.507,31.436,80.031,220.305,222.376,231.167,144.804,55.987,35.44,11.844,1213.886,23.9,55.0,137.46,0.352,YES
